sample_id,vol_cor,sieve,fraction_proc,size_class,phylum,class,order,family,genus,species,plot.taxon.g,plot.taxon.d,plot.taxon,labID,stage,sex,length,count,tot_count,abundance,lab_processor,sample_time,ww,biomass,processor_notes
QPK734,24.81309314,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Barnacle nauplius,nauplius,NA,<2,39,1950,78.58754203,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Mollusca,Bivalvia,NA,NA,NA,NA,TBD,TBD,TBD,Bivalve veliger,veliger,NA,<2,3,150,6.045195541,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,2 to 5,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus,pacificus,TBD,TBD,TBD,Calanus pacificus,NA,NA,2.5,4,200,8.060260721,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,NA,<2,11,550,22.16571698,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,F,<2,11,550,22.16571698,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Centropagidae,Centropages,abdominalis,TBD,TBD,TBD,Centropages abdominalis,NA,M,<2,12,600,24.18078216,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Chaetognatha,NA,NA,NA,NA,NA,TBD,TBD,TBD,Chaetognath,NA,NA,<2,1,50,2.01506518,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Maxillipoda,NA,NA,NA,NA,TBD,TBD,TBD,Copepod nauplius,nauplius,NA,<2,2,100,4.03013036,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C1,NA,<2,5,250,10.0753259,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C3,NA,<2,3,150,6.045195541,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,NA,NA,NA,TBD,TBD,TBD,Copepodite,C2,NA,<2,2,100,4.03013036,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Corycaeidae,Corycaeus,NA,TBD,TBD,TBD,Corycaeus,NA,NA,<2,140,7000,282.1091252,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,2 to 5,Arthropoda,Malacostraca,Decapoda,Crangonidae,NA,NA,TBD,TBD,TBD,Crangonidae,NA,NA,3,1,50,2.01506518,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Maxillopoda,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid,NA,NA,<2,12,600,24.18078216,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,NA,NA,NA,NA,NA,NA,TBD,TBD,TBD,Egg (oily),NA,NA,<2,1,50,2.01506518,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,NA,NA,TBD,TBD,TBD,Euphausiid calytopsis,NA,NA,<2,3,150,6.045195541,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne,NA,NA,<2,14,700,28.21091252,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod egg,NA,NA,<2,2,100,4.03013036,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Gastropod veliger,veliger,NA,<2,7,350,14.10545626,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Cnidaria,Hydrozoa,NA,NA,NA,NA,TBD,TBD,TBD,Hydromedusae,NA,NA,<2,2,100,4.03013036,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Malacostraca,Decapoda,Majidae,NA,NA,TBD,TBD,TBD,Majidae,NA,NA,<2,7,350,14.10545626,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura,NA,NA,<2,48,2400,96.72312865,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona,NA,TBD,TBD,TBD,Oithona,NA,NA,<2,2,100,4.03013036,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Malacostraca,Decapoda,Pandalidae,NA,NA,TBD,TBD,TBD,Pandalidae,NA,NA,<2,3,150,6.045195541,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Paracalanidae,Paracalanus,NA,TBD,TBD,TBD,Paracalanus,NA,NA,<2,128,6400,257.9283431,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Podon,NA,TBD,TBD,TBD,Podon,NA,NA,<2,3,150,6.045195541,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,<1,Annelida,Polychaeta,NA,NA,NA,NA,TBD,TBD,TBD,Polychaete trocophore,NA,NA,<2,1,50,2.01506518,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Maxillipoda,Calanoida,Clausocalanidae,Pseudocalanus,NA,TBD,TBD,TBD,Pseudocalanus,NA,NA,<2,32,1600,64.48208577,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Annelida,Polychaeta,Spionida,Spionidae,NA,NA,TBD,TBD,TBD,Spionidae,NA,NA,<2,2,100,4.03013036,Andrea Le,NA,2363.7,95.26019133,NA
QPK734,24.81309314,250,0.02,1 to 2,Arthropoda,Hexanauplia,Calanoida,Tortanidae,Tortanus,NA,TBD,TBD,TBD,Tortanus,NA,M,<2,1,50,2.01506518,Andrea Le,NA,2363.7,95.26019133,NA
QPK747,13.86665905,250,0.1,<1,Arthropoda,Hexanauplia,NA,NA,NA,NA,TBD,TBD,TBD,Cyprid Larva,NA,NA,<2,12,120,8.653850907,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Bryozoa,Gymnolaemata,NA,NA,NA,NA,TBD,TBD,TBD,Cyphonautes Larva,NA,M,<2,7,70,5.048079696,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Mollusca,Bivalvia,NA,NA,NA,NA,TBD,TBD,TBD,Bivalve veliger,NA,NA,<2,181,1810,130.5289179,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Arthropoda,Hexanauplia,Calanoida,NA,NA,NA,TBD,TBD,TBD,Calanoid Copepod,NA,M,<2,187,1870,134.8558433,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Arthropoda,NA,NA,NA,NA,NA,TBD,TBD,TBD,Nauplius Larva,NA,NA,<2,26,260,18.7500103,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,NA,TBD,TBD,TBD,Oikopleura sp.,NA,M,<2,56,560,40.38463757,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Ctenophora,Tentaculata,Cydippida,NA,NA,NA,TBD,TBD,TBD,Cydippid Ctenophore,NA,NA,<2,6,60,4.326925454,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Evadne,NA,TBD,TBD,TBD,Evadne sp.,NA,M,<2,108,1080,77.88465817,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Mollusca,Gastropoda,NA,NA,NA,NA,TBD,TBD,TBD,Veliger Larva,NA,NA,<2,8,80,5.769233938,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,TBD,TBD,TBD,Cyclopoid Copepod,NA,M,<2,4,40,2.884616969,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Echinodermata,Echnoidea,NA,NA,NA,NA,TBD,TBD,TBD,Pluteus Larva,NA,NA,<2,2,20,1.442308485,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
QPK747,13.86665905,250,0.1,<1,Annelida,Polychaeta,NA,NA,NA,NA,TBD,TBD,TBD,Trochophore Larva,NA,M,<2,1,10,0.721154242,Jessica Schaub,16:22:00,7890.7,569.0411779,Sample is very thick with diatoms! Had to split more than normal to get past all the diatoms. Will affect weight
